AuthID,FieldID
A-13698,F-7
A-13699,F-11
A-137,F-8
A-1370,F-9
A-13700,F-10
A-13700,F-12
A-13701,F-11
A-13702,F-4
A-13703,F-5
A-13704,F-1
A-13705,F-12
A-13706,F-10
A-13707,F-0
A-13708,F-12
A-13709,F-10
A-1371,F-13
A-13710,F-4
A-13711,F-8
A-13712,F-6
A-13713,F-12
A-13714,F-7
A-13715,F-12
A-13716,F-5
A-13718,F-9
A-13719,F-6
A-1372,F-4
A-13720,F-2
A-13721,F-2
A-13721,F-3
A-13723,F-12
A-13724,F-4
A-13725,F-10
A-13726,F-3
A-13727,F-0
A-13728,F-3
A-13729,F-14
A-1373,F-8
A-1373,F-14
A-13730,F-1
A-13731,F-1
A-13732,F-14
A-13733,F-6
A-13734,F-12
A-13735,F-11
A-13736,F-8
A-13737,F-5
A-13738,F-8
A-13739,F-5
A-1374,F-12
A-13741,F-3
A-13741,F-14
A-13743,F-3
A-13744,F-1
A-13745,F-12
A-13746,F-1
A-13747,F-0
A-13748,F-0
A-1375,F-8
A-13750,F-1
A-13750,F-3
A-13751,F-12
A-13752,F-2
A-13753,F-2
A-13754,F-2
A-13755,F-2
A-13756,F-12
A-13758,F-11
A-13758,F-13
A-13759,F-3
A-1376,F-4
A-13760,F-8
A-13761,F-3
A-13762,F-5
A-13763,F-3
A-13764,F-5
A-13765,F-4
A-13766,F-13
A-13767,F-12
A-13768,F-7
A-13769,F-11
A-1377,F-5
A-13770,F-2
A-13771,F-3
A-13771,F-11
A-13772,F-5
A-13773,F-3
A-13773,F-6
A-13774,F-13
A-13775,F-12
A-13776,F-8
A-13777,F-4
A-13779,F-2
A-1378,F-6
A-13781,F-13
A-13782,F-8
A-13783,F-1
A-13784,F-2
A-13785,F-6
A-13786,F-11
A-13787,F-2
A-13788,F-5
A-13789,F-6
A-1379,F-7
A-13790,F-14
A-13791,F-12
A-13792,F-1
A-13793,F-4
A-13794,F-7
A-13795,F-8
A-13796,F-2
A-13796,F-5
A-13797,F-12
A-13798,F-14
A-13799,F-2
A-138,F-2
A-1380,F-0
A-13800,F-14
A-13801,F-6
A-13802,F-12
A-13803,F-13
A-13804,F-14
A-13805,F-2
A-13805,F-3
A-13806,F-2
A-13808,F-7
A-13809,F-12
A-1381,F-5
A-13810,F-3
A-13811,F-10
A-13812,F-3
A-13813,F-8
A-13814,F-0
A-13815,F-11
A-13816,F-10
A-13817,F-2
A-13818,F-2
A-13818,F-5
A-13819,F-11
A-1382,F-12
A-13820,F-1
A-13821,F-1
A-13823,F-14
A-13824,F-0
A-13825,F-6
A-13826,F-6
A-13827,F-14
A-13828,F-2
A-13829,F-14
A-1383,F-8
A-13830,F-11
A-13831,F-6
A-13832,F-14
A-13833,F-6
A-13834,F-8
A-13835,F-7
A-13835,F-11
A-13836,F-12
A-13837,F-12
A-13839,F-8
A-1384,F-2
A-13840,F-7
A-13841,F-7
A-13842,F-12
A-13843,F-6
A-13844,F-6
A-13845,F-2
A-13846,F-1
A-13846,F-3
A-13847,F-14
A-13848,F-11
A-13849,F-3
A-1385,F-7
A-13850,F-5
A-13851,F-4
A-13852,F-14
A-13853,F-12
A-13854,F-13
A-13855,F-2
A-13856,F-12
A-13857,F-13
A-13858,F-2
A-13859,F-7
A-1386,F-6
A-1386,F-12
A-13860,F-5
A-13861,F-5
A-13862,F-1
A-13863,F-13
A-13864,F-8
A-13865,F-10
A-13866,F-14
A-13867,F-9
A-13868,F-3
A-13869,F-2
A-1387,F-1
A-13870,F-2
A-13870,F-3
A-13873,F-14
A-13874,F-12
A-13875,F-8
A-13876,F-4
A-13877,F-9
A-13878,F-5
A-13879,F-5
A-1388,F-13
A-13880,F-1
A-13881,F-10
A-13882,F-13
A-13883,F-8
A-13884,F-12
A-13884,F-13
A-13885,F-12
A-13886,F-13
A-13887,F-14
A-13888,F-4
A-13889,F-3
A-1389,F-2
A-1389,F-8
A-13890,F-2
A-13891,F-14
A-13892,F-1
A-13892,F-2
A-13893,F-4
A-13894,F-3
A-13895,F-2
A-13896,F-9
A-13897,F-14
A-13898,F-12
A-13899,F-9
A-139,F-13
A-1390,F-0
A-13900,F-1
A-13901,F-2
A-13902,F-3
A-13903,F-9
A-13904,F-6
A-13905,F-4
A-13906,F-4
A-13906,F-14
A-13907,F-4
A-13908,F-7
A-13909,F-7
A-1391,F-10
A-13910,F-9
A-13911,F-5
A-13912,F-7
A-13914,F-5
A-13914,F-10
A-13915,F-6
A-13916,F-6
A-13917,F-10
A-13918,F-13
A-13919,F-7
A-1392,F-10
A-13920,F-2
A-13921,F-4
A-13922,F-0
A-13923,F-4
A-13924,F-0
A-13925,F-7
A-13926,F-4
A-13927,F-2
A-13927,F-12
A-13928,F-2
A-13929,F-12
A-1393,F-7
A-13930,F-13
A-13931,F-9
A-13932,F-2
A-13932,F-4
A-13933,F-12
A-13934,F-0
A-13934,F-8
A-13935,F-12
A-13937,F-5
A-13938,F-10
A-13939,F-8
A-1394,F-10
A-13940,F-6
A-13941,F-0
A-13942,F-3
A-13943,F-8
A-13944,F-6
A-13945,F-2
A-13946,F-8
A-13947,F-12
A-13948,F-2
A-13949,F-3
A-1395,F-7
A-13950,F-14
A-13952,F-2
A-13952,F-13
A-13953,F-8
A-13953,F-14
A-13954,F-14
A-13955,F-14
A-13956,F-7
A-13957,F-4
A-13958,F-6
A-13959,F-2
A-1396,F-8
A-13960,F-13
A-13961,F-4
A-13962,F-3
A-13963,F-2
A-13963,F-9
A-13964,F-3
A-13965,F-14
A-13966,F-2
A-13967,F-9
A-13968,F-12
A-13969,F-8
A-1397,F-2
A-13970,F-10
A-13971,F-9
A-13972,F-0
A-13973,F-6
A-13974,F-2
A-13975,F-7
A-13976,F-1
A-13977,F-2
A-13978,F-0
A-1398,F-13
A-13980,F-2
A-13981,F-13
A-13982,F-3
A-13983,F-12
A-13984,F-3
A-13985,F-0
A-13986,F-0
A-13987,F-6
A-13987,F-7
A-13988,F-6
A-13989,F-3
A-1399,F-1
A-13990,F-12
A-13991,F-3
A-13992,F-10
A-13993,F-12
A-13994,F-12
A-13995,F-5
A-13997,F-13
A-13998,F-5
A-13999,F-14
A-14,F-10
A-140,F-6
A-1400,F-7
A-14000,F-9
A-14001,F-8
A-14002,F-0
A-14003,F-8
A-14005,F-13
A-14006,F-2
A-14007,F-14
A-14008,F-1
A-14009,F-2
A-14009,F-7
A-1401,F-6
A-14010,F-4
A-14011,F-11
A-14012,F-4
A-14012,F-12
A-14013,F-0
A-14014,F-10
A-14015,F-2
A-14016,F-10
A-14017,F-7
A-14018,F-0
A-14019,F-7
A-1402,F-0
A-14020,F-6
A-14020,F-13
A-14022,F-14
A-14023,F-8
A-14024,F-3
A-14025,F-1
A-14026,F-2
A-14027,F-5
A-14028,F-6
A-14029,F-2
A-14029,F-4
A-1403,F-10
A-14030,F-0
A-14031,F-14
A-14032,F-5
A-14033,F-7
A-14034,F-10
A-14035,F-2
A-14036,F-2
A-14037,F-13
A-14038,F-9
A-14039,F-2
A-1404,F-0
A-14040,F-5
A-14041,F-2
A-14041,F-6
A-14042,F-13
A-14043,F-0
A-14044,F-1
A-14045,F-3
A-14046,F-3
A-14047,F-5
A-14047,F-14
A-14049,F-2
A-1405,F-14
A-14050,F-10
A-14051,F-4
A-14052,F-9
A-14053,F-5
A-14054,F-10
A-14055,F-5
A-14056,F-6
A-14057,F-3
A-14058,F-2
A-14059,F-7
A-1406,F-7
A-14060,F-0
A-14061,F-5
A-14062,F-12
A-14063,F-1
A-14064,F-2
A-14065,F-7
A-14066,F-6
A-14067,F-12
A-14068,F-1
A-14069,F-11
A-1407,F-14
A-14070,F-5
A-14071,F-5
A-14072,F-12
A-14073,F-12
A-14074,F-6
A-14075,F-0
A-14076,F-9
A-14077,F-4
A-14078,F-10
A-14079,F-7
A-1408,F-4
A-1408,F-14
A-14080,F-5
A-14081,F-0
A-14082,F-7
A-14083,F-1
A-14084,F-6
A-14085,F-11
A-14086,F-3
A-14087,F-6
A-14088,F-6
A-14089,F-8
A-1409,F-11
A-14090,F-0
A-14091,F-6
A-14092,F-9
A-14093,F-14
A-14094,F-2
A-14095,F-2
A-14096,F-13
A-14097,F-4
A-14098,F-7
A-14099,F-2
A-141,F-3
A-1410,F-2
A-14100,F-12
A-14101,F-7
A-14102,F-1
A-14103,F-12
A-14104,F-10
A-14105,F-6
A-14106,F-6
A-14106,F-7
A-14107,F-8
A-14107,F-12
A-14108,F-12
A-14109,F-13
A-1411,F-2
A-1411,F-9
A-14110,F-2
A-14111,F-12
A-14112,F-6
A-14113,F-4
A-14114,F-6
A-14115,F-2
A-14116,F-1
A-14117,F-12
A-14118,F-11
A-14119,F-14
A-1412,F-10
A-14120,F-1
A-14121,F-2
A-14121,F-12
A-14122,F-13
A-14123,F-11
A-14124,F-1
A-14125,F-6
A-14127,F-7
A-14128,F-1
A-14129,F-13
A-14130,F-7
A-14131,F-8
A-14132,F-13
A-14133,F-8
A-14134,F-10
A-14135,F-13
A-14136,F-1
A-14137,F-10
A-14138,F-12
A-14139,F-10
A-1414,F-2
A-14140,F-14
A-14141,F-10
A-14142,F-0
A-14143,F-2
A-14144,F-11
A-14145,F-2
A-14145,F-3
A-14146,F-0
A-14147,F-4
A-14147,F-11
A-14148,F-3
A-14149,F-1
A-1415,F-6
A-14150,F-4
A-14151,F-6
A-14152,F-10
A-14153,F-2
A-14154,F-13
A-14155,F-4
A-14155,F-9
A-14156,F-5
A-14157,F-1
A-14158,F-13
A-14159,F-12
A-1416,F-6
A-14160,F-4
A-14161,F-12
A-14162,F-7
A-14163,F-3
A-14163,F-11
A-14164,F-0
A-14166,F-4
A-14167,F-6
A-14168,F-6
A-14169,F-5
A-1417,F-3
A-14170,F-0
A-14171,F-13
A-14172,F-2
A-14173,F-12
A-14173,F-13
A-14174,F-2
A-14174,F-3
A-14175,F-4
A-14176,F-14
A-14177,F-1
A-14178,F-0
A-14179,F-9
A-1418,F-7
A-1418,F-8
A-14180,F-14
A-14181,F-8
A-14182,F-10
A-14183,F-10
A-14184,F-2
A-14185,F-6
A-14186,F-2
A-14186,F-13
A-14187,F-12
A-14188,F-6
A-14189,F-12
A-1419,F-9
A-14190,F-2
A-14191,F-7
A-14192,F-7
A-14193,F-2
A-14194,F-12
A-14195,F-10
A-14196,F-6
A-14197,F-4
A-14198,F-4
A-14199,F-14
A-142,F-8
A-14200,F-1
A-14201,F-2
A-14202,F-12
A-14203,F-7
A-14204,F-7
A-14205,F-9
A-14206,F-12
A-14207,F-2
A-14208,F-10
A-14209,F-14
A-1421,F-5
A-1421,F-9
A-14210,F-13
A-14211,F-12
A-14212,F-12
A-14213,F-8
A-14214,F-12
A-14215,F-12
A-14216,F-7
A-14217,F-10
A-14218,F-2
A-14219,F-3
A-1422,F-7
A-14220,F-14
A-14221,F-3
A-14222,F-3
A-14222,F-12
A-14223,F-8
A-14224,F-1
A-14225,F-5
A-14226,F-5
A-14227,F-1
A-14228,F-2
A-1423,F-1
A-14230,F-7
A-14231,F-5
A-14232,F-14
A-14233,F-13
A-14234,F-5
A-14236,F-2
A-14237,F-0
A-14238,F-6
A-1424,F-6
A-1424,F-13
A-14241,F-10
A-14242,F-14
A-14243,F-12
A-14244,F-6
A-14245,F-7
A-14246,F-4
A-14248,F-10
A-14249,F-12
A-1425,F-8
A-14250,F-9
A-14251,F-3
A-14252,F-6
A-14253,F-14
A-14254,F-8
A-14254,F-12
A-14255,F-14
A-14257,F-2
A-14258,F-1
A-14259,F-11
A-1426,F-7
A-14260,F-2
A-14261,F-13
A-14262,F-1
A-14263,F-4
A-14264,F-7
A-14265,F-10
A-14266,F-12
A-14267,F-5
A-14268,F-7
A-14269,F-6
A-14270,F-2
A-14270,F-4
A-14271,F-4
A-14272,F-11
A-14273,F-10
A-14274,F-6
A-14275,F-8
A-14276,F-6
A-14277,F-11
A-14278,F-2
A-14279,F-7
A-1428,F-4
A-1428,F-6
A-14280,F-1
A-14281,F-0
A-14282,F-11
A-14283,F-2
A-14283,F-12
A-14284,F-6
A-14285,F-8
A-14286,F-0
A-14287,F-8
A-14288,F-3
A-14289,F-12
A-1429,F-1
A-14290,F-2
A-14291,F-7
A-14292,F-14
A-14293,F-1
A-14294,F-6
A-14295,F-0
A-14296,F-1
A-14296,F-4
A-14297,F-1
A-14297,F-2
A-14298,F-2
A-14298,F-14
A-14299,F-0
A-143,F-7
A-1430,F-1
A-14300,F-4
A-14300,F-6
A-14301,F-14
A-14302,F-14
A-14303,F-6
A-14304,F-10
A-14305,F-6
A-14306,F-12
A-14307,F-2
A-14309,F-0
A-1431,F-10
A-14310,F-4
A-14311,F-9
A-14312,F-4
A-14313,F-4
A-14314,F-8
A-14315,F-2
A-14316,F-4
A-14317,F-14
A-14318,F-7
A-14319,F-12
A-1432,F-1
A-14321,F-6
A-14322,F-12
A-14323,F-9
A-14324,F-1
A-14325,F-10
A-14326,F-8
A-14327,F-2
A-14328,F-11
A-14329,F-14
A-1433,F-5
A-14330,F-10
A-14331,F-2
A-14332,F-7
A-14333,F-0
A-14334,F-3
A-14335,F-0
A-14337,F-1
A-14338,F-2
A-14339,F-4
A-1434,F-2
A-14340,F-12
A-14341,F-9
A-14342,F-2
A-14343,F-0
A-14344,F-11
A-14345,F-12
A-14346,F-2
A-14347,F-4
A-14348,F-2
A-14349,F-12
A-1435,F-10
A-14350,F-12
A-14351,F-7
A-14352,F-6
A-14353,F-7
A-14354,F-10
A-14355,F-2
A-14356,F-10
A-14357,F-2
A-14358,F-11
A-14359,F-11
A-1436,F-11
A-14360,F-7
A-14361,F-12
A-14362,F-13
A-14363,F-6
A-14364,F-4
A-14365,F-11
A-14366,F-5
A-14367,F-3
A-14368,F-1
A-14369,F-5
A-1437,F-5
A-14370,F-12
A-14371,F-10
A-14372,F-8
A-14373,F-10
A-14374,F-2
A-14375,F-2
A-14376,F-2
A-14377,F-5
A-14378,F-13
A-14379,F-2
A-1438,F-7
A-14380,F-11
A-14381,F-3
A-14382,F-1
A-14383,F-1
A-14384,F-9
A-14385,F-6
A-14386,F-1
A-14387,F-11
A-14388,F-6
A-14389,F-0
A-1439,F-6
A-1439,F-8
A-14390,F-12
A-14391,F-6
A-14392,F-12
A-14393,F-3
A-14394,F-14
A-14395,F-4
A-14396,F-4
A-14397,F-2
A-14398,F-5
A-14399,F-4
A-14399,F-7
A-144,F-12
A-1440,F-0
A-14400,F-4
A-14401,F-12
A-14402,F-1
A-14403,F-5
A-14404,F-2
A-14405,F-1
A-14406,F-1
A-14407,F-9
A-14408,F-3
A-1441,F-0
A-1441,F-1
A-14410,F-5
A-14411,F-5
A-14412,F-9
A-14413,F-10
A-14414,F-10
A-14415,F-0
A-14416,F-8
A-14417,F-4
A-14418,F-7
A-14419,F-10
A-1442,F-12
A-14420,F-12
A-14420,F-13
A-14421,F-0
A-14422,F-4
A-14423,F-11
A-14424,F-10
A-14425,F-10
A-14426,F-10
A-14427,F-12
A-14428,F-3
A-14429,F-8
A-1443,F-2
A-14430,F-5
A-14431,F-3
A-14432,F-13
A-14433,F-0
A-14434,F-0
A-14434,F-2
A-14435,F-8
A-14436,F-6
A-14437,F-10
A-14438,F-10
A-14439,F-1
A-14439,F-3
A-1444,F-12
A-14440,F-1
A-14441,F-9
A-14442,F-6
A-14443,F-3
A-14444,F-8
A-14445,F-11
A-14446,F-3
A-14447,F-5
A-14448,F-1
A-14449,F-4
A-1445,F-9
A-14450,F-3
A-14451,F-9
A-14452,F-1
A-14453,F-3
A-14454,F-4
A-14455,F-10
A-14456,F-1
A-14457,F-5
A-14458,F-5
A-14459,F-14
A-1446,F-0
A-14460,F-2
A-14460,F-12
A-14461,F-0
A-14462,F-7
A-14463,F-0
A-14464,F-5
A-14465,F-8
A-14466,F-2
A-14467,F-9
A-14468,F-0
A-14469,F-1
A-1447,F-0
A-14470,F-12
A-14471,F-6
A-14472,F-2
A-14472,F-5
A-14473,F-8
A-14474,F-6
A-14475,F-0
A-14476,F-10
A-14477,F-11
A-14478,F-5
A-14479,F-6
A-14479,F-7
A-1448,F-4
A-14480,F-14
A-14481,F-7
A-14481,F-12
A-14482,F-0
A-14483,F-6
A-14484,F-3
A-14485,F-7
A-14486,F-6
A-14487,F-6
A-14488,F-0
A-14488,F-1
A-14489,F-10
A-1449,F-12
A-14491,F-1
A-14492,F-11
A-14492,F-13
A-14493,F-2
A-14495,F-13
A-14496,F-10
A-14497,F-7
A-14498,F-7
A-14499,F-14
A-145,F-7
A-1450,F-8
A-14500,F-6
A-14501,F-4
A-14502,F-1
A-14503,F-2
A-14504,F-0
A-14504,F-2
A-14505,F-5
A-14506,F-2
A-14507,F-8
A-14508,F-4
A-14509,F-4
A-1451,F-0
A-14510,F-12
A-14511,F-9
A-14512,F-10
A-14513,F-3
A-14514,F-2
A-14515,F-12
A-14516,F-6
A-14516,F-11
A-14517,F-8
A-14518,F-10
A-14519,F-4
A-1452,F-10
A-14520,F-9
A-14520,F-14
A-14521,F-7
A-14522,F-2
A-14523,F-13
A-14524,F-3
A-14525,F-1
A-14527,F-11
A-14528,F-7
A-14529,F-12
A-1453,F-8
A-14530,F-0
A-14531,F-2
A-14532,F-14
A-14533,F-10
A-14534,F-0
A-14535,F-4
A-14536,F-1
A-14538,F-12
A-14539,F-5
A-1454,F-1
A-14540,F-5
A-14541,F-8
A-14542,F-11
A-14543,F-9
A-14544,F-12
A-14545,F-12
A-14546,F-0
A-14547,F-8
A-14547,F-13
A-14548,F-13
A-14549,F-9
A-1455,F-10
A-14550,F-12
A-14551,F-7
A-14552,F-6
A-14553,F-10
A-14554,F-2
A-14555,F-6
A-14556,F-6
A-14557,F-5
A-14558,F-10
A-1456,F-2
A-14560,F-5
A-14561,F-1
A-14562,F-2
A-14563,F-2
A-14564,F-6
A-14564,F-12
A-14565,F-3
A-14566,F-0
A-14567,F-5
A-14568,F-11
A-14569,F-4
A-1457,F-11
A-14571,F-12
A-14571,F-13
A-14572,F-8
A-14573,F-7
A-14574,F-0
A-14576,F-9
A-14577,F-13
A-14578,F-10
A-14579,F-0
A-1458,F-12
A-14580,F-5
A-14581,F-5
A-14582,F-5
A-14583,F-7
A-14584,F-0
A-14584,F-3
A-14585,F-2
A-14586,F-2
A-14587,F-9
A-14588,F-5
A-14589,F-2
A-1459,F-12
A-14590,F-8
A-14591,F-5
A-14592,F-0
A-14593,F-11
A-14594,F-1
A-14595,F-7
A-14596,F-7
A-14597,F-7
A-14598,F-0
A-14599,F-14
A-146,F-6
A-1460,F-6
A-14600,F-8
A-14601,F-10
A-14602,F-8
A-14603,F-10
A-14604,F-10
A-14604,F-14
A-14605,F-4
A-14606,F-14
A-14607,F-2
A-14608,F-6
A-14609,F-2
A-14610,F-8
A-14611,F-7
A-14612,F-0
A-14613,F-10
A-14614,F-12
A-14615,F-12
A-14616,F-0
A-14616,F-1
A-14617,F-2
A-14617,F-4
A-14618,F-3
A-14619,F-11
A-1462,F-6
A-14620,F-4
A-14621,F-8
A-14622,F-14
A-14623,F-11
A-14624,F-2
A-14625,F-5
A-14626,F-8
A-14627,F-2
A-14628,F-5
A-14629,F-8
A-1463,F-0
A-1463,F-2
A-14630,F-2
A-14631,F-2
A-14633,F-6
A-14634,F-3
A-14635,F-2
A-14636,F-6
A-14637,F-12
A-14639,F-2
A-1464,F-0
A-14640,F-8
A-14640,F-9
A-14641,F-8
A-14642,F-3
A-14643,F-13
A-14644,F-1
A-14645,F-10
A-14646,F-13
A-14647,F-12
A-14648,F-12
A-14649,F-10
A-1465,F-5
A-14650,F-13
A-14651,F-10
A-14652,F-14
A-14653,F-11
A-14654,F-14
A-14655,F-7
A-14656,F-7
A-14657,F-8
A-14658,F-1
A-14659,F-12
A-1466,F-14
A-14660,F-2
A-14661,F-2
A-14662,F-2
A-14663,F-6
A-14664,F-2
A-14666,F-8
A-14667,F-4
A-14668,F-0
A-14669,F-13
A-1467,F-4
A-14670,F-3
A-14671,F-5
A-14672,F-6
A-14673,F-0
A-14674,F-3
A-14675,F-8
A-14676,F-1
A-14677,F-4
A-14678,F-2
A-14679,F-14
A-1468,F-11
A-14680,F-0
A-14681,F-1
A-14682,F-0
A-14682,F-7
A-14683,F-7
A-14684,F-7
A-14685,F-13
A-14686,F-0
A-14687,F-10
A-14688,F-8
A-14689,F-8
A-14689,F-10
A-14690,F-5
A-14690,F-13
A-14691,F-8
A-14691,F-9
A-14692,F-7
A-14693,F-1
A-14694,F-6
A-14695,F-9
A-14695,F-13
A-14696,F-14
A-14697,F-13
A-14698,F-6
A-14699,F-12
A-147,F-4
A-1470,F-4
A-14700,F-5
A-14700,F-14
A-14701,F-2
A-14701,F-12
A-14702,F-2
A-14703,F-0
A-14704,F-10
A-14705,F-5
A-14706,F-5
A-14707,F-4
A-14708,F-7
A-14708,F-9
A-14709,F-5
A-1471,F-2
A-14710,F-7
A-14712,F-12
A-14713,F-2
A-14714,F-2
A-14715,F-10
A-14716,F-8
A-14717,F-0
A-14718,F-3
A-14720,F-6
A-14721,F-8
A-14722,F-14
A-14723,F-3
A-14724,F-14
A-14725,F-6
A-14726,F-7
A-14727,F-2
A-14728,F-6
A-14729,F-8
A-1473,F-5
A-14730,F-6
A-14731,F-13
A-14732,F-3
A-14733,F-10
A-14734,F-2
A-14735,F-13
A-14736,F-5
A-14737,F-2
A-14738,F-1
A-14738,F-6
A-14739,F-7
A-1474,F-5
A-1474,F-8
A-14740,F-9
A-14741,F-12
A-14742,F-11
A-14743,F-8
A-14744,F-2
A-14745,F-1
A-14746,F-4
A-14747,F-9
A-14748,F-12
A-14749,F-4
A-1475,F-3
A-14750,F-6
A-14751,F-12
A-14752,F-4
A-14753,F-11
A-14754,F-9
A-14755,F-2
A-14756,F-12
A-14757,F-7
A-14758,F-2
A-14759,F-2
A-1476,F-12
A-14760,F-2
A-14761,F-14
A-14762,F-7
A-14763,F-10
A-14764,F-7
A-14765,F-4
A-14766,F-10
A-14767,F-8
A-14768,F-13
A-14769,F-7
A-1477,F-6
A-14770,F-0
A-14770,F-10
A-14771,F-8
A-14772,F-0
A-14773,F-1
A-14774,F-13
A-14776,F-6
A-14777,F-13
A-14778,F-8
A-14778,F-10
A-14779,F-13
A-1478,F-0
A-14780,F-4
A-14781,F-10
A-14782,F-7
A-14783,F-5
A-14784,F-0
A-14785,F-14
A-14786,F-5
A-14787,F-7
A-14788,F-11
A-14789,F-11
A-1479,F-0
A-14790,F-8
A-14791,F-1
A-14792,F-4
A-14793,F-7
A-14794,F-5
A-14795,F-10
A-14796,F-4
A-14797,F-14
A-14798,F-2
A-14799,F-7
A-148,F-5
A-1480,F-8
A-14800,F-11
A-14801,F-2
A-14801,F-4
A-14802,F-4
A-14803,F-2
A-14804,F-5
A-14805,F-6
A-14806,F-1
A-14807,F-14
A-14808,F-5
A-14809,F-11
A-1481,F-7
A-14810,F-2
A-14811,F-2
A-14812,F-11
A-14813,F-6
A-14813,F-14
A-14814,F-9
A-14815,F-1
A-14816,F-0
A-14817,F-9
A-14818,F-11
A-14819,F-6
A-1482,F-8
A-14820,F-2
A-14821,F-9
A-14822,F-1
A-14824,F-13
A-14826,F-2
A-14827,F-1
A-14828,F-4
A-14829,F-0
A-1483,F-11
A-14830,F-8
A-14831,F-7
A-14832,F-3
A-14833,F-10
A-14834,F-5
A-14835,F-1
A-14835,F-11
A-14836,F-11
A-14837,F-8
A-14838,F-8
A-14839,F-10
A-1484,F-1
A-14840,F-14
A-14841,F-3
A-14842,F-13
A-14843,F-13
A-14844,F-14
A-14845,F-11
A-14846,F-2
A-14847,F-1
A-14847,F-5
A-14849,F-5
A-1485,F-5
A-14850,F-2
A-14852,F-10
A-14855,F-8
A-14856,F-10
A-14857,F-5
A-14858,F-10
A-14859,F-6
A-14859,F-13
A-14860,F-9
A-14861,F-4
A-14862,F-9
A-14863,F-2
A-14864,F-2
A-14866,F-1
A-14867,F-2
A-14868,F-2
A-14869,F-13
A-1487,F-12
A-14870,F-12
A-14871,F-1
A-14872,F-13
A-14873,F-0
A-14874,F-8
A-14875,F-7
A-14877,F-12
A-14878,F-2
A-14879,F-12
A-1488,F-2
A-14880,F-10
A-14881,F-12
A-14882,F-14
A-14883,F-1
A-14884,F-12
A-14885,F-14
A-14886,F-6
A-14887,F-12
A-14888,F-14
A-14889,F-11
A-1489,F-12
A-14890,F-8
A-14891,F-4
A-14892,F-2
A-14893,F-6
A-14894,F-4
A-14895,F-13
A-14896,F-2
A-14897,F-7
A-14899,F-6
A-14899,F-8
A-149,F-11
A-1490,F-3
A-14900,F-2
A-14901,F-7
A-14903,F-13
A-14904,F-2
A-14905,F-9
A-14906,F-2
A-14907,F-3
A-14908,F-8
A-14908,F-10
A-14909,F-5
A-1491,F-0
A-14910,F-4
A-14911,F-14
A-14912,F-5
A-14913,F-9
A-14914,F-10
A-14915,F-8
A-14916,F-6
A-14917,F-7
A-14918,F-3
A-14919,F-4
A-1492,F-10
A-14920,F-10
A-14921,F-5
A-14922,F-2
A-14924,F-11
A-14925,F-4
A-14926,F-10
A-14927,F-2
A-14928,F-2
A-14929,F-3
A-1493,F-12
A-14930,F-10
A-14931,F-12
A-14932,F-1
A-14933,F-14
A-14934,F-14
A-14935,F-12
A-14936,F-11
A-14937,F-0
A-14938,F-12
A-14939,F-4
A-1494,F-5
A-14940,F-0
A-14941,F-6
A-14942,F-7
A-14942,F-11
A-14943,F-7
A-14944,F-9
A-14944,F-12
A-14945,F-14
A-14946,F-12
A-14947,F-7
A-14949,F-13
A-1495,F-8
A-14950,F-7
A-14951,F-11
A-14952,F-10
A-14953,F-5
A-14954,F-10
A-14955,F-4
A-14956,F-2
A-14957,F-2
A-14958,F-12
A-14959,F-6
A-1496,F-14
A-14960,F-8
A-14961,F-10
A-14962,F-12
A-14963,F-5
A-14964,F-11
A-14965,F-0
A-14966,F-7
A-14967,F-6
A-14968,F-3
A-14969,F-10
A-1497,F-1
A-14970,F-8
A-14970,F-14
A-14971,F-13
A-14972,F-10
A-14973,F-0
A-14974,F-11
A-14975,F-1
A-14976,F-7
A-14977,F-1
A-14978,F-6
A-14979,F-10
A-1498,F-8
A-14980,F-2
A-14981,F-8
A-14982,F-14
A-14983,F-7
A-14984,F-1
A-14984,F-11
A-14985,F-0
A-14986,F-4
A-14987,F-6
A-14988,F-12
A-14989,F-0
A-1499,F-9
A-14990,F-7
A-14991,F-2
A-14992,F-7
A-14993,F-5
A-14994,F-12
A-14995,F-9
A-14996,F-5
A-14996,F-14
A-14997,F-5
A-14998,F-2
A-14999,F-14
A-15,F-3
A-150,F-6
A-1500,F-2
A-1500,F-3
A-15000,F-13
A-15001,F-13
A-15002,F-7
A-15003,F-11
A-15004,F-10
A-15005,F-8
A-15006,F-9
A-15007,F-2
A-15007,F-10
A-15008,F-12
A-15009,F-10
A-1501,F-11
A-15010,F-13
A-15010,F-14
A-15011,F-14
A-15012,F-10
A-15013,F-9
A-15014,F-8
A-15015,F-13
A-15016,F-1
A-15016,F-13
A-15017,F-8
A-15018,F-3
A-15019,F-1
A-1502,F-9
A-15020,F-13
A-15021,F-10
A-15022,F-0
A-15023,F-0
A-15024,F-9
A-15025,F-11
A-15026,F-0
A-15026,F-2
A-15027,F-4
A-15028,F-3
A-15029,F-5
A-15029,F-8
A-1503,F-2
A-15030,F-0
A-15031,F-1
A-15032,F-1
A-15033,F-2
A-15034,F-5
A-15035,F-10
A-15036,F-10
A-15037,F-13
A-15038,F-3
A-15039,F-11
A-15039,F-14
A-1504,F-14
A-15040,F-6
A-15041,F-6
A-15042,F-5
A-15043,F-1
A-15043,F-4
A-15044,F-13
A-15046,F-0
A-15047,F-12
A-15048,F-9
A-1505,F-2
A-15050,F-13
A-15051,F-7
A-15052,F-13
A-15053,F-14
A-15054,F-12
A-15055,F-10
