AuthID,FieldID
A-18019,F-8
A-1802,F-14
A-18020,F-5
A-18021,F-10
A-18022,F-14
A-18023,F-4
A-18024,F-10
A-18025,F-12
A-18026,F-3
A-18027,F-1
A-18029,F-7
A-1803,F-5
A-18030,F-2
A-18031,F-1
A-18032,F-4
A-18033,F-8
A-18034,F-10
A-18035,F-2
A-18036,F-10
A-18037,F-1
A-18038,F-10
A-18039,F-5
A-1804,F-10
A-18040,F-0
A-18041,F-14
A-18042,F-3
A-18043,F-13
A-18044,F-14
A-18045,F-11
A-18046,F-14
A-18047,F-7
A-18049,F-8
A-1805,F-14
A-18050,F-11
A-18051,F-7
A-18052,F-7
A-18053,F-10
A-18054,F-11
A-18056,F-0
A-18057,F-7
A-18058,F-3
A-18058,F-8
A-18059,F-2
A-18059,F-3
A-1806,F-8
A-18060,F-14
A-18061,F-9
A-18062,F-9
A-18063,F-2
A-18064,F-7
A-18064,F-10
A-18065,F-9
A-18066,F-2
A-18067,F-2
A-18068,F-2
A-18069,F-2
A-18069,F-6
A-1807,F-7
A-18070,F-10
A-18070,F-13
A-18071,F-2
A-18072,F-1
A-18073,F-0
A-18074,F-5
A-18075,F-12
A-18076,F-13
A-18077,F-12
A-18078,F-14
A-18079,F-6
A-1808,F-3
A-18080,F-7
A-18081,F-3
A-18082,F-2
A-18083,F-8
A-18084,F-5
A-18085,F-4
A-18086,F-14
A-18087,F-9
A-18089,F-13
A-1809,F-9
A-18090,F-9
A-18091,F-10
A-18092,F-6
A-18093,F-12
A-18094,F-2
A-18095,F-7
A-18096,F-1
A-18097,F-2
A-18098,F-2
A-18099,F-2
A-181,F-6
A-1810,F-6
A-18100,F-9
A-18101,F-1
A-18102,F-10
A-18103,F-13
A-18104,F-9
A-18105,F-8
A-18106,F-10
A-18108,F-2
A-18108,F-5
A-1811,F-2
A-18110,F-3
A-18111,F-12
A-18112,F-4
A-18113,F-5
A-18114,F-12
A-18115,F-2
A-18116,F-13
A-18117,F-6
A-18118,F-10
A-18119,F-0
A-1812,F-2
A-18120,F-5
A-18121,F-2
A-18122,F-12
A-18123,F-4
A-18124,F-5
A-18124,F-7
A-18125,F-6
A-18126,F-11
A-18127,F-0
A-18128,F-12
A-18129,F-4
A-1813,F-4
A-18130,F-0
A-18131,F-3
A-18132,F-2
A-18134,F-0
A-18135,F-3
A-18136,F-14
A-18137,F-4
A-18138,F-4
A-18139,F-5
A-18139,F-10
A-1814,F-9
A-18140,F-0
A-18141,F-7
A-18142,F-3
A-18143,F-9
A-18144,F-1
A-18145,F-3
A-18146,F-7
A-18147,F-3
A-18148,F-0
A-18149,F-7
A-1815,F-9
A-18150,F-12
A-18151,F-10
A-18152,F-11
A-18153,F-4
A-18154,F-5
A-18155,F-7
A-18156,F-13
A-18157,F-5
A-18159,F-2
A-1816,F-10
A-18160,F-12
A-18161,F-13
A-18162,F-12
A-18163,F-0
A-18164,F-8
A-18165,F-6
A-18166,F-6
A-18167,F-4
A-18168,F-2
A-18168,F-3
A-18169,F-14
A-1817,F-6
A-1817,F-12
A-18170,F-10
A-18171,F-2
A-18172,F-9
A-18173,F-0
A-18174,F-6
A-18175,F-8
A-18176,F-13
A-18178,F-4
A-18179,F-12
A-1818,F-7
A-18180,F-2
A-18180,F-12
A-18181,F-10
A-18182,F-14
A-18183,F-5
A-18184,F-1
A-18185,F-3
A-18186,F-13
A-18187,F-12
A-18188,F-10
A-18188,F-13
A-18189,F-13
A-1819,F-14
A-18190,F-4
A-18190,F-10
A-18191,F-8
A-18192,F-8
A-18193,F-2
A-18194,F-12
A-18195,F-0
A-18196,F-0
A-18197,F-1
A-18197,F-12
A-18198,F-0
A-18199,F-4
A-182,F-11
A-1820,F-4
A-18200,F-14
A-18201,F-2
A-18202,F-6
A-18203,F-4
A-18204,F-10
A-18204,F-13
A-18206,F-5
A-18207,F-12
A-18208,F-2
A-18209,F-4
A-1821,F-2
A-18210,F-9
A-18212,F-5
A-18213,F-2
A-18214,F-5
A-18215,F-8
A-18216,F-3
A-18217,F-2
A-18219,F-3
A-18219,F-6
A-1822,F-7
A-18220,F-11
A-18221,F-5
A-18222,F-12
A-18223,F-5
A-18224,F-13
A-18225,F-11
A-18226,F-8
A-18227,F-8
A-18228,F-5
A-18229,F-7
A-1823,F-5
A-18230,F-1
A-18231,F-13
A-18232,F-0
A-18233,F-8
A-18234,F-5
A-18235,F-3
A-18235,F-13
A-18236,F-4
A-18237,F-12
A-18238,F-8
A-18239,F-2
A-1824,F-13
A-18240,F-14
A-18241,F-7
A-18242,F-6
A-18242,F-13
A-18243,F-7
A-18244,F-0
A-18245,F-1
A-18246,F-0
A-18247,F-2
A-18248,F-6
A-18249,F-14
A-18250,F-1
A-18251,F-6
A-18252,F-11
A-18253,F-13
A-18254,F-12
A-18255,F-0
A-18256,F-1
A-18257,F-6
A-18258,F-12
A-18259,F-13
A-1826,F-1
A-18260,F-2
A-18261,F-7
A-18262,F-1
A-18263,F-5
A-18264,F-3
A-18265,F-14
A-18266,F-14
A-18267,F-2
A-18268,F-8
A-18269,F-14
A-1827,F-1
A-18270,F-13
A-18271,F-10
A-18272,F-7
A-18273,F-2
A-18274,F-11
A-18275,F-4
A-18276,F-5
A-18278,F-1
A-18279,F-9
A-1828,F-12
A-18280,F-5
A-18280,F-7
A-18281,F-3
A-18282,F-6
A-18283,F-10
A-18284,F-12
A-18286,F-5
A-18287,F-7
A-18288,F-1
A-18289,F-5
A-1829,F-8
A-18290,F-3
A-18291,F-8
A-18292,F-6
A-18292,F-11
A-18293,F-11
A-18294,F-5
A-18295,F-7
A-18296,F-11
A-18297,F-3
A-18298,F-9
A-18299,F-6
A-183,F-2
A-1830,F-7
A-18300,F-12
A-18301,F-13
A-18302,F-5
A-18303,F-5
A-18303,F-8
A-18304,F-1
A-18304,F-12
A-18305,F-0
A-18306,F-9
A-18307,F-11
A-18308,F-8
A-18309,F-10
A-1831,F-0
A-18310,F-10
A-18311,F-4
A-18312,F-8
A-18314,F-5
A-18315,F-0
A-18316,F-2
A-18317,F-4
A-18318,F-10
A-18319,F-12
A-1832,F-6
A-18320,F-0
A-18321,F-1
A-18322,F-9
A-18323,F-4
A-18324,F-12
A-18325,F-1
A-18326,F-7
A-18327,F-5
A-18329,F-9
A-1833,F-11
A-18330,F-12
A-18331,F-12
A-18332,F-10
A-18334,F-3
A-18334,F-9
A-18335,F-2
A-18336,F-4
A-18337,F-7
A-18338,F-2
A-18339,F-12
A-1834,F-3
A-18340,F-5
A-18341,F-6
A-18342,F-7
A-18343,F-10
A-18344,F-3
A-18345,F-13
A-18346,F-7
A-18347,F-1
A-18348,F-4
A-18349,F-3
A-1835,F-4
A-18350,F-4
A-18351,F-3
A-18352,F-2
A-18353,F-12
A-18354,F-6
A-18354,F-13
A-18355,F-9
A-18356,F-5
A-18356,F-8
A-18357,F-2
A-18358,F-1
A-18359,F-5
A-1836,F-7
A-18360,F-5
A-18361,F-2
A-18362,F-6
A-18364,F-2
A-18365,F-0
A-18366,F-1
A-18368,F-3
A-18368,F-10
A-18369,F-1
A-1837,F-8
A-18370,F-13
A-18371,F-5
A-18372,F-8
A-18373,F-2
A-18375,F-12
A-18376,F-11
A-18377,F-6
A-18378,F-4
A-18379,F-6
A-1838,F-7
A-18380,F-4
A-18381,F-5
A-18382,F-11
A-18383,F-3
A-18384,F-12
A-18385,F-2
A-18385,F-4
A-18386,F-8
A-18387,F-7
A-18387,F-14
A-18388,F-5
A-18389,F-2
A-1839,F-1
A-18390,F-6
A-18391,F-1
A-18393,F-1
A-18394,F-10
A-18395,F-11
A-18396,F-0
A-18397,F-2
A-18398,F-6
A-18399,F-3
A-1840,F-2
A-1840,F-11
A-18400,F-0
A-18401,F-14
A-18402,F-1
A-18403,F-2
A-18403,F-6
A-18404,F-3
A-18405,F-11
A-18406,F-12
A-18407,F-1
A-18407,F-6
A-18408,F-9
A-18409,F-0
A-1841,F-13
A-18410,F-10
A-18411,F-8
A-18414,F-12
A-18415,F-9
A-18416,F-13
A-18417,F-13
A-18418,F-2
A-18419,F-0
A-1842,F-6
A-18420,F-5
A-18421,F-9
A-18422,F-7
A-18423,F-2
A-18424,F-6
A-18425,F-4
A-18426,F-12
A-18427,F-11
A-18428,F-1
A-18429,F-10
A-1843,F-6
A-18430,F-2
A-18430,F-13
A-18431,F-7
A-18432,F-12
A-18433,F-2
A-18434,F-6
A-18435,F-3
A-18435,F-13
A-18436,F-8
A-18436,F-10
A-18437,F-4
A-18438,F-14
A-18439,F-3
A-1844,F-12
A-18440,F-8
A-18441,F-5
A-18442,F-1
A-18443,F-2
A-18444,F-12
A-18445,F-3
A-18446,F-13
A-18447,F-0
A-18448,F-9
A-18448,F-12
A-18449,F-2
A-1845,F-7
A-18450,F-2
A-18451,F-3
A-18452,F-1
A-18453,F-11
A-18454,F-14
A-18455,F-6
A-18456,F-5
A-18457,F-7
A-18458,F-3
A-18459,F-2
A-1846,F-13
A-18460,F-7
A-18461,F-11
A-18462,F-7
A-18463,F-7
A-18463,F-8
A-18464,F-3
A-18465,F-11
A-18466,F-8
A-18467,F-11
A-18468,F-14
A-18469,F-2
A-1847,F-14
A-18470,F-3
A-18471,F-2
A-18473,F-2
A-18474,F-6
A-18475,F-10
A-18476,F-13
A-18477,F-2
A-18478,F-5
A-18479,F-10
A-1848,F-1
A-18480,F-10
A-18481,F-12
A-18482,F-3
A-18482,F-5
A-18483,F-9
A-18484,F-11
A-18485,F-10
A-18486,F-7
A-18487,F-8
A-18488,F-5
A-18489,F-6
A-1849,F-6
A-18490,F-11
A-18491,F-6
A-18492,F-6
A-18493,F-7
A-18494,F-3
A-18494,F-10
A-18495,F-10
A-18496,F-2
A-18497,F-3
A-18498,F-2
A-18499,F-2
A-185,F-0
A-1850,F-8
A-18500,F-1
A-18501,F-0
A-18502,F-6
A-18504,F-0
A-18505,F-4
A-18506,F-2
A-18507,F-12
A-18508,F-8
A-1851,F-5
A-18510,F-6
A-18511,F-7
A-18512,F-0
A-18513,F-12
A-18514,F-14
A-18515,F-1
A-18516,F-13
A-18517,F-5
A-18518,F-14
A-18519,F-9
A-1852,F-7
A-18520,F-14
A-18521,F-10
A-18522,F-2
A-18522,F-6
A-18523,F-6
A-18524,F-0
A-18524,F-2
A-18525,F-10
A-18526,F-12
A-18527,F-10
A-18528,F-0
A-18529,F-0
A-1853,F-10
A-18530,F-7
A-18531,F-1
A-18532,F-5
A-18533,F-8
A-18534,F-11
A-18535,F-14
A-18536,F-5
A-18536,F-14
A-18537,F-2
A-18538,F-2
A-18539,F-5
A-1854,F-3
A-18540,F-9
A-18541,F-5
A-18542,F-7
A-18543,F-1
A-18544,F-11
A-18545,F-10
A-18546,F-2
A-18547,F-3
A-18548,F-13
A-18549,F-11
A-1855,F-2
A-18550,F-3
A-18551,F-6
A-18552,F-5
A-18553,F-0
A-18554,F-8
A-18555,F-2
A-18556,F-10
A-18557,F-10
A-18558,F-3
A-18559,F-4
A-1856,F-12
A-18560,F-6
A-18561,F-10
A-18563,F-2
A-18564,F-8
A-18565,F-10
A-18566,F-2
A-18566,F-4
A-18567,F-14
A-18568,F-2
A-18569,F-4
A-18569,F-10
A-1857,F-5
A-18570,F-9
A-18572,F-12
A-18573,F-2
A-18574,F-0
A-18575,F-6
A-18576,F-14
A-18577,F-7
A-18578,F-2
A-18579,F-7
A-1858,F-9
A-18580,F-6
A-18581,F-7
A-18582,F-13
A-18583,F-2
A-18584,F-1
A-18585,F-10
A-18586,F-13
A-18587,F-12
A-18588,F-1
A-1859,F-12
A-18590,F-2
A-18591,F-4
A-18592,F-6
A-18593,F-2
A-18594,F-12
A-18595,F-5
A-18596,F-3
A-18596,F-14
A-18597,F-11
A-18598,F-12
A-18599,F-8
A-186,F-14
A-1860,F-12
A-18600,F-6
A-18601,F-5
A-18601,F-14
A-18602,F-5
A-18603,F-10
A-18604,F-10
A-18605,F-10
A-18606,F-7
A-18607,F-5
A-18607,F-12
A-18608,F-12
A-18609,F-1
A-1861,F-1
A-18610,F-12
A-18611,F-13
A-18612,F-2
A-18613,F-3
A-18614,F-2
A-18615,F-13
A-18616,F-5
A-18617,F-10
A-18618,F-12
A-18619,F-2
A-1862,F-3
A-18620,F-11
A-18621,F-10
A-18622,F-0
A-18622,F-2
A-18623,F-4
A-18624,F-13
A-18625,F-12
A-18626,F-2
A-18626,F-10
A-18627,F-14
A-18628,F-11
A-18629,F-2
A-1863,F-12
A-18630,F-10
A-18631,F-7
A-18632,F-2
A-18633,F-7
A-18634,F-1
A-18635,F-1
A-18636,F-13
A-18637,F-11
A-18638,F-6
A-18639,F-2
A-1864,F-10
A-18640,F-0
A-18641,F-8
A-18642,F-12
A-18644,F-7
A-18645,F-2
A-18646,F-3
A-18646,F-8
A-18647,F-14
A-18648,F-3
A-18649,F-1
A-1865,F-8
A-18650,F-10
A-18651,F-1
A-18651,F-12
A-18652,F-8
A-18653,F-13
A-18654,F-12
A-18655,F-5
A-18656,F-7
A-18657,F-5
A-18658,F-12
A-18659,F-4
A-1866,F-10
A-18660,F-8
A-18662,F-2
A-18663,F-7
A-18664,F-6
A-18665,F-2
A-18666,F-14
A-18669,F-0
A-1867,F-2
A-18670,F-2
A-18671,F-2
A-18672,F-5
A-18673,F-7
A-18674,F-4
A-18675,F-8
A-18676,F-12
A-18677,F-0
A-18678,F-14
A-18679,F-12
A-1868,F-9
A-18680,F-13
A-18681,F-2
A-18682,F-2
A-18683,F-0
A-18683,F-8
A-18684,F-2
A-18685,F-8
A-18686,F-6
A-18687,F-5
A-18688,F-1
A-18689,F-0
A-1869,F-10
A-18690,F-8
A-18691,F-2
A-18691,F-14
A-18692,F-9
A-18693,F-3
A-18693,F-12
A-18694,F-5
A-18695,F-2
A-18696,F-6
A-18697,F-8
A-18698,F-7
A-18699,F-14
A-187,F-10
A-1870,F-5
A-18700,F-7
A-18700,F-13
A-18701,F-10
A-18702,F-7
A-18703,F-4
A-18704,F-10
A-18705,F-4
A-18705,F-6
A-18706,F-10
A-18707,F-6
A-18708,F-0
A-18709,F-5
A-1871,F-14
A-18710,F-6
A-18712,F-2
A-18713,F-2
A-18714,F-10
A-18715,F-14
A-18716,F-3
A-18717,F-2
A-18718,F-7
A-18719,F-0
A-1872,F-10
A-18720,F-12
A-18721,F-7
A-18722,F-5
A-18723,F-9
A-18724,F-12
A-18725,F-12
A-18726,F-8
A-18727,F-10
A-18728,F-5
A-18729,F-3
A-1873,F-2
A-18730,F-3
A-18731,F-7
A-18732,F-14
A-18733,F-4
A-18734,F-11
A-18735,F-4
A-18736,F-13
A-18737,F-2
A-18738,F-4
A-18739,F-5
A-1874,F-5
A-18740,F-3
A-18740,F-10
A-18741,F-6
A-18742,F-10
A-18743,F-10
A-18744,F-1
A-18745,F-14
A-18746,F-8
A-18747,F-9
A-18748,F-1
A-1875,F-3
A-18750,F-6
A-18751,F-2
A-18752,F-7
A-18754,F-0
A-18754,F-5
A-18755,F-11
A-18756,F-7
A-18757,F-2
A-18758,F-12
A-18759,F-12
A-1876,F-5
A-18760,F-10
A-18761,F-11
A-18762,F-8
A-18763,F-8
A-18764,F-14
A-18765,F-8
A-18766,F-8
A-18767,F-2
A-18768,F-4
A-18770,F-4
A-18771,F-7
A-18772,F-3
A-18773,F-6
A-18774,F-1
A-18775,F-11
A-18776,F-0
A-18777,F-10
A-18778,F-2
A-18779,F-13
A-1878,F-5
A-18780,F-0
A-18781,F-0
A-18782,F-2
A-18782,F-8
A-18783,F-8
A-18784,F-0
A-18785,F-2
A-18787,F-11
A-18788,F-0
A-18789,F-3
A-1879,F-9
A-18790,F-0
A-18791,F-6
A-18792,F-6
A-18793,F-2
A-18794,F-10
A-18795,F-14
A-18796,F-9
A-18797,F-7
A-18798,F-13
A-18799,F-1
A-188,F-4
A-1880,F-11
A-18800,F-10
A-18801,F-10
A-18802,F-10
A-18803,F-10
A-18804,F-11
A-18805,F-11
A-18806,F-10
A-18807,F-12
A-18808,F-14
A-18809,F-5
A-1881,F-4
A-18810,F-6
A-18811,F-7
A-18811,F-10
A-18812,F-7
A-18813,F-8
A-18814,F-8
A-18815,F-11
A-18816,F-12
A-18817,F-4
A-18818,F-4
A-18819,F-8
A-1882,F-12
A-18820,F-8
A-18821,F-10
A-18822,F-7
A-18823,F-10
A-18824,F-8
A-18825,F-1
A-18826,F-7
A-18827,F-14
A-18828,F-14
A-18829,F-14
A-1883,F-5
A-18830,F-4
A-18831,F-0
A-18832,F-7
A-18833,F-13
A-18834,F-13
A-18835,F-2
A-18835,F-13
A-18836,F-2
A-18836,F-13
A-18837,F-2
A-18837,F-8
A-18838,F-9
A-18838,F-14
A-18839,F-1
A-1884,F-7
A-18840,F-4
A-18841,F-13
A-18842,F-9
A-18843,F-14
A-18844,F-1
A-18845,F-1
A-18846,F-1
A-18847,F-0
A-18848,F-8
A-18849,F-5
A-18849,F-6
A-1885,F-12
A-18850,F-11
A-18851,F-12
A-18851,F-13
A-18852,F-0
A-18853,F-3
A-18854,F-6
A-18854,F-14
A-18855,F-11
A-18856,F-14
A-18857,F-14
A-18858,F-14
A-18859,F-4
A-1886,F-0
A-1886,F-1
A-18860,F-8
A-18861,F-2
A-18862,F-1
A-18863,F-1
A-18864,F-1
A-18865,F-4
A-18866,F-14
A-18867,F-9
A-18868,F-9
A-18869,F-12
A-1887,F-12
A-18870,F-5
A-18871,F-12
A-18872,F-12
A-18873,F-12
A-18874,F-4
A-18875,F-8
A-18876,F-10
A-18877,F-6
A-18877,F-10
A-18878,F-11
A-18879,F-6
A-1888,F-2
A-1888,F-6
A-18880,F-9
A-18881,F-12
A-18882,F-12
A-18883,F-6
A-18884,F-12
A-18885,F-11
A-18886,F-6
A-18887,F-13
A-18888,F-12
A-18889,F-5
A-1889,F-2
A-18890,F-3
A-18891,F-12
A-18892,F-8
A-18893,F-14
A-18894,F-14
A-18895,F-13
A-18896,F-7
A-18897,F-10
A-18898,F-0
A-18899,F-10
A-189,F-4
A-1890,F-10
A-18900,F-3
A-18901,F-0
A-18901,F-1
A-18902,F-0
A-18902,F-1
A-18903,F-4
A-18904,F-4
A-18905,F-4
A-18906,F-0
A-18907,F-8
A-18908,F-14
A-18909,F-14
A-1891,F-12
A-18910,F-10
A-18911,F-12
A-18912,F-12
A-18913,F-8
A-18914,F-8
A-18915,F-11
A-18916,F-11
A-18917,F-11
A-18918,F-0
A-18919,F-12
A-1892,F-2
A-18920,F-2
A-18921,F-12
A-18922,F-11
A-18923,F-12
A-18924,F-10
A-18925,F-10
A-18926,F-10
A-18927,F-5
A-18928,F-12
A-18929,F-12
A-1893,F-2
A-18930,F-10
A-18931,F-2
A-18932,F-3
A-18933,F-4
A-18933,F-10
A-18934,F-3
A-18934,F-14
A-18935,F-3
A-18935,F-14
A-18936,F-1
A-18937,F-1
A-18938,F-2
A-18939,F-2
A-1894,F-0
A-18940,F-2
A-18941,F-2
A-18942,F-14
A-18943,F-14
A-18944,F-12
A-18945,F-9
A-18946,F-3
A-18946,F-8
A-18947,F-12
A-18948,F-9
A-18949,F-10
A-1895,F-2
A-18950,F-2
A-18951,F-2
A-18952,F-12
A-18953,F-9
A-18954,F-11
A-18955,F-11
A-18956,F-6
A-18957,F-2
A-18958,F-7
A-18958,F-14
A-18959,F-0
A-1896,F-7
A-18960,F-7
A-18961,F-0
A-18961,F-2
A-18962,F-2
A-18963,F-11
A-18964,F-11
A-18965,F-11
A-18966,F-11
A-18967,F-0
A-18968,F-1
A-18969,F-3
A-18969,F-8
A-1897,F-7
A-18970,F-10
A-18971,F-10
A-18972,F-10
A-18973,F-10
A-18974,F-10
A-18975,F-10
A-18976,F-10
A-18977,F-1
A-18978,F-10
A-18979,F-10
A-1898,F-4
A-18980,F-10
A-18981,F-10
A-18982,F-2
A-18983,F-11
A-18984,F-11
A-18985,F-6
A-18986,F-5
A-18987,F-7
A-18988,F-1
A-18989,F-1
A-1899,F-9
A-18990,F-8
A-18991,F-8
A-18992,F-6
A-18993,F-5
A-18994,F-9
A-18995,F-0
A-18996,F-7
A-18997,F-3
A-18998,F-0
A-18999,F-6
A-19,F-5
A-19,F-8
A-190,F-6
A-190,F-12
A-1900,F-13
A-19000,F-6
A-19001,F-1
A-19002,F-7
A-19003,F-1
A-19004,F-1
A-19005,F-14
A-19006,F-1
A-19006,F-12
A-19007,F-8
A-19008,F-1
A-19009,F-0
A-1901,F-12
A-19010,F-0
A-19011,F-13
A-19012,F-11
A-19013,F-6
A-19014,F-11
A-19015,F-11
A-19016,F-2
A-19017,F-9
A-19018,F-9
A-19019,F-5
A-1902,F-1
A-1902,F-5
A-19020,F-3
A-19021,F-11
A-19022,F-11
A-19023,F-13
A-19024,F-5
A-19025,F-1
A-19026,F-5
A-19027,F-0
A-19028,F-12
A-19029,F-10
A-1903,F-6
A-19030,F-7
A-19031,F-12
A-19032,F-11
A-19033,F-14
A-19034,F-14
A-19035,F-8
A-19036,F-8
A-19037,F-8
A-19038,F-14
A-19039,F-5
A-1904,F-4
A-19040,F-5
A-19041,F-5
A-19042,F-5
A-19043,F-5
A-19044,F-13
A-19045,F-5
A-19046,F-8
A-19047,F-11
A-19048,F-11
A-19049,F-5
A-1905,F-14
A-19050,F-5
A-19051,F-6
A-19052,F-5
A-19053,F-5
A-19054,F-11
A-19055,F-1
A-19055,F-12
A-19056,F-5
A-19057,F-14
A-19058,F-5
A-19059,F-4
A-1906,F-8
A-19060,F-4
A-19061,F-11
A-19062,F-5
A-19063,F-5
A-19064,F-5
A-19065,F-5
A-19066,F-5
A-19067,F-5
A-19068,F-5
A-19069,F-5
A-1907,F-2
A-19070,F-12
A-19071,F-4
A-19072,F-11
A-19073,F-11
A-19074,F-11
A-19075,F-11
A-19076,F-0
A-19077,F-3
A-19077,F-5
A-19078,F-5
A-19079,F-7
A-1908,F-14
A-19080,F-5
A-19081,F-5
A-19082,F-11
A-19083,F-5
A-19084,F-5
A-19085,F-8
A-19086,F-7
A-19087,F-5
A-19087,F-10
A-19088,F-7
A-19089,F-5
A-1909,F-9
A-19090,F-3
A-19091,F-3
A-19092,F-1
A-19093,F-2
A-19094,F-0
A-19095,F-4
A-19096,F-8
A-19097,F-14
A-19098,F-11
A-19099,F-13
A-191,F-13
A-1910,F-2
A-19100,F-10
A-19101,F-10
A-19102,F-0
A-19103,F-8
A-19104,F-3
A-19105,F-8
A-19106,F-8
A-19107,F-13
A-19108,F-10
A-19109,F-10
A-1911,F-2
A-19110,F-10
A-19110,F-13
A-19111,F-11
A-19112,F-11
A-19113,F-11
A-19114,F-2
A-19115,F-11
A-19116,F-10
A-19117,F-7
A-19118,F-8
A-19119,F-10
A-1912,F-11
A-19120,F-3
A-19120,F-7
A-19121,F-8
A-19122,F-8
A-19123,F-11
A-19124,F-14
A-19125,F-14
A-19126,F-2
A-19126,F-14
A-19127,F-13
A-19128,F-13
A-19129,F-13
A-1913,F-0
A-19130,F-1
A-19131,F-1
A-19132,F-1
A-19133,F-8
A-19134,F-13
A-19134,F-14
A-19135,F-3
A-19136,F-13
A-19137,F-2
A-19137,F-4
A-19138,F-2
A-19138,F-4
A-19139,F-11
A-1914,F-5
A-19140,F-0
A-19141,F-1
A-19142,F-1
A-19143,F-11
A-19144,F-5
A-19145,F-3
A-19146,F-3
A-19147,F-13
A-19148,F-13
A-19149,F-4
A-1915,F-10
A-19150,F-11
A-19151,F-5
A-19152,F-13
A-19153,F-13
A-19154,F-13
A-19155,F-8
A-19156,F-12
A-19157,F-2
A-19158,F-14
A-19159,F-9
A-1916,F-2
A-1916,F-14
A-19160,F-14
A-19161,F-1
A-19162,F-1
A-19163,F-13
A-19164,F-2
A-19165,F-11
A-19166,F-11
A-19167,F-11
A-1917,F-5
A-1918,F-7
A-1919,F-3
A-192,F-10
A-1920,F-10
A-1921,F-0
A-1922,F-4
A-1922,F-14
A-1923,F-9
A-1924,F-6
A-1925,F-6
A-1925,F-13
A-1926,F-7
A-1927,F-1
A-1928,F-4
A-1929,F-6
A-193,F-13
A-1930,F-9
A-1931,F-13
A-1932,F-2
A-1933,F-7
A-1934,F-12
A-1935,F-4
A-1936,F-6
A-1937,F-7
A-1938,F-8
A-1939,F-2
A-194,F-1
A-1940,F-7
A-1941,F-1
A-1942,F-8
A-1943,F-6
A-1944,F-8
A-1945,F-2
A-1946,F-2
A-1947,F-3
A-1948,F-0
A-1949,F-9
A-195,F-8
A-1950,F-12
A-1951,F-10
A-1952,F-11
A-1953,F-0
A-1954,F-2
A-1955,F-13
A-1956,F-1
A-1957,F-2
A-1958,F-7
A-1959,F-5
A-196,F-0
A-1960,F-7
A-1961,F-2
A-1962,F-11
A-1963,F-1
A-1965,F-2
A-1966,F-5
A-1967,F-0
A-1968,F-6
A-1969,F-11
A-197,F-2
A-1970,F-2
A-1971,F-13
A-1972,F-3
A-1972,F-4
A-1973,F-2
A-1974,F-10
A-1975,F-13
A-1976,F-0
A-1977,F-10
A-1978,F-2
A-1979,F-8
A-198,F-2
A-1980,F-7
A-1981,F-14
A-1982,F-2
A-1983,F-2
A-1984,F-11
A-1985,F-13
A-1986,F-13
A-1987,F-7
A-1988,F-13
A-1989,F-6
A-199,F-1
A-1990,F-1
A-1990,F-9
A-1991,F-14
A-1992,F-8
A-1994,F-13
A-1995,F-6
A-1996,F-9
A-1997,F-6
A-1998,F-12
A-1999,F-2
A-2,F-1
A-20,F-7
A-200,F-1
A-2000,F-4
A-2001,F-7
A-2002,F-12
A-2003,F-4
A-2004,F-4
A-2004,F-12
A-2005,F-1
A-2007,F-5
A-2008,F-2
A-201,F-11
A-2010,F-5
A-2011,F-14
A-2012,F-4
A-2013,F-4
A-2014,F-8
A-2015,F-2
A-2016,F-9
A-2017,F-14
A-2018,F-9
A-2019,F-3
A-202,F-12
A-2020,F-6
A-2022,F-7
A-2023,F-2
A-2024,F-2
A-2025,F-14
A-2027,F-0
A-2028,F-9
A-2029,F-11
A-203,F-2
A-2030,F-7
A-2031,F-2
A-2031,F-9
A-2032,F-4
A-2033,F-14
A-2034,F-8
A-2035,F-12
A-2036,F-12
A-2037,F-9
A-2038,F-10
A-2039,F-6
A-204,F-8
A-2040,F-14
A-2041,F-1
A-2042,F-13
A-2043,F-10
A-2044,F-9
A-2045,F-1
A-2046,F-11
A-2047,F-12
A-2048,F-7
A-2049,F-2
A-205,F-2
A-2050,F-6
A-2050,F-12
A-2051,F-5
A-2052,F-14
A-2053,F-7
A-2054,F-2
A-2055,F-10
A-2056,F-14
A-2057,F-2
A-2058,F-7
A-206,F-0
A-2060,F-9
A-2061,F-0
A-2062,F-8
A-2063,F-12
A-2064,F-13
A-2065,F-14
A-2066,F-12
A-2067,F-13
A-2068,F-6
A-2069,F-6
A-207,F-2
A-2070,F-2
A-2071,F-5
A-2072,F-7
A-2073,F-2
A-2073,F-6
A-2074,F-4
A-2075,F-0
A-2076,F-3
A-2077,F-10
A-2078,F-5
A-2079,F-4
A-208,F-8
A-2080,F-1
A-2081,F-14
A-2082,F-5
A-2084,F-10
A-2084,F-14
A-2085,F-11
A-2086,F-14
A-2087,F-10
A-2088,F-10
A-2089,F-5
A-209,F-6
A-209,F-14
A-2090,F-12
A-2091,F-5
A-2092,F-5
A-2093,F-0
A-2093,F-14
A-2094,F-3
A-2096,F-11
A-2097,F-1
A-2098,F-13
A-2099,F-7
A-21,F-7
A-210,F-6
A-2100,F-13
A-2101,F-2
A-2102,F-14
A-2103,F-4
A-2105,F-6
A-2106,F-0
A-2107,F-13
A-2108,F-10
A-2109,F-8
A-211,F-5
A-2110,F-11
A-2111,F-0
A-2112,F-14
A-2113,F-6
A-2114,F-2
A-2114,F-13
A-2115,F-1
A-2117,F-8
A-2118,F-12
A-2119,F-12
A-212,F-1
A-2120,F-3
A-2121,F-5
A-2122,F-1
