PaperID,AuthID
C82-1024,A-9038
C82-1024,A-8948
C82-1025,A-12153
C82-1026,A-14097
C82-1027,A-16974
C82-1028,A-11820
C82-1029,A-14569
C82-1030,A-11900
C82-1031,A-7023
C82-1032,A-13510
C82-1032,A-8165
C82-1033,A-2680
C82-1033,A-1016
C82-1034,A-1674
C82-1035,A-10918
C82-1035,A-7962
C82-1036,A-4949
C82-1036,A-10674
C82-1037,A-13574
C82-1037,A-3121
C82-1038,A-15205
C82-1039,A-14304
C82-1039,A-13207
C82-1039,A-6236
C82-1039,A-13382
C82-1040,A-14304
C82-1040,A-6678
C82-1041,A-9982
C82-1042,A-18537
C82-1042,A-5965
C82-1043,A-4929
C82-1043,A-11230
C82-1044,A-8965
C82-1044,A-6441
C82-1045,A-5067
C82-1045,A-6800
C82-1045,A-4119
C82-1045,A-6079
C82-1046,A-17541
C82-1046,A-5284
C82-1047,A-17182
C82-1048,A-16640
C82-1049,A-3455
C82-1049,A-5798
C82-1050,A-10319
C82-1051,A-8853
C82-1052,A-11220
C82-1052,A-6379
C82-1053,A-6380
C82-1054,A-5160
C82-1055,A-18559
C82-1055,A-16385
C82-1056,A-16953
C82-1056,A-269
C82-1057,A-601
C82-1057,A-12847
C82-1057,A-968
C82-1057,A-5658
C82-1058,A-5979
C82-1059,A-1774
C82-1059,A-12003
C82-1060,A-14732
C82-1061,A-9470
C82-1062,A-13207
C82-1063,A-1834
C82-1063,A-7251
C82-1063,A-18142
C82-1064,A-8018
C82-1065,A-11661
C82-1066,A-9274
C82-1066,A-12497
C82-1067,A-16220
C82-1067,A-840
C82-1067,A-8596
C82-1068,A-642
C82-2002,A-9068
C82-2002,A-5555
C82-2002,A-4774
C82-2003,A-4808
C82-2004,A-16654
C82-2004,A-18539
C82-2004,A-17724
C82-2004,A-507
C82-2004,A-11659
C82-2004,A-10906
C82-2005,A-3499
C82-2006,A-2635
C82-2007,A-5939
C82-2008,A-4762
C82-2008,A-3120
C82-2009,A-16420
C82-2009,A-13059
C82-2010,A-9463
C82-2011,A-10576
C82-2012,A-1524
C82-2013,A-2413
C82-2014,A-5080
C82-2014,A-2118
C82-2014,A-18254
C82-2015,A-18775
C82-2016,A-5400
C82-2017,A-12087
C82-2018,A-5637
C82-2018,A-941
C82-2018,A-4520
C82-2019,A-10909
C82-2019,A-2461
C82-2020,A-16751
C82-2021,A-6902
C82-2022,A-16433
C82-2022,A-3868
C82-2023,A-3387
C82-2023,A-2987
C82-2024,A-14196
C82-2025,A-13991
C82-2026,A-13626
C82-2026,A-3009
C82-2027,A-14263
C82-2028,A-11002
C82-2028,A-5902
C82-2028,A-3238
C82-2029,A-16798
C82-2030,A-7874
C82-2031,A-4282
C82-2032,A-3971
C82-2032,A-12287
C82-2033,A-3971
C82-2033,A-14525
C82-2034,A-2222
C82-2035,A-3489
C82-2036,A-6293
C82-2037,A-10638
C82-2037,A-6578
C82-2037,A-10405
C82-2038,A-2228
C82-2039,A-4681
C82-2040,A-16796
C82-2040,A-4986
C82-2041,A-10410
C82-2041,A-1774
C82-2041,A-12003
C82-2042,A-1068
C82-2043,A-3599
C82-2044,A-12208
C82-2045,A-17543
C82-2045,A-16021
C82-2046,A-13478
C82-2048,A-8797
C82-2049,A-13907
C82-2049,A-4280
C82-2049,A-15568
C82-2051,A-6668
C82-2051,A-6012
C82-2052,A-5404
C82-2053,A-13458
C82-2054,A-9225
C82-2054,A-6953
C82-2055,A-1611
C82-2055,A-9910
C82-2056,A-12244
C82-2057,A-9115
C82-2058,A-8278
C82-2058,A-18684
C82-2059,A-4678
C82-2060,A-16442
C82-2061,A-13437
C82-2062,A-3080
C82-2063,A-1862
C82-2064,A-16296
C82-2064,A-16452
C82-2064,A-7610
C82-2065,A-18713
C82-2066,A-13725
C82-2066,A-8036
C82-2067,A-6961
C82-2067,A-6848
C82-2067,A-1398
C82-2067,A-8841
C82-2067,A-11524
C82-2068,A-7359
C82-2068,A-7103
C82-2068,A-10847
C82-2069,A-3773
C82-2070,A-2751
C82-2070,A-8515
C82-2071,A-2451
C82-2072,A-15070
C82-2073,A-17078
C82-2074,A-10224
C86-1001,A-12705
C86-1002,A-10774
C86-1003,A-18559
C86-1003,A-10977
C86-1003,A-18425
C86-1004,A-12303
C86-1004,A-10658
C86-1005,A-10538
C86-1006,A-16906
C86-1007,A-3742
C86-1008,A-16433
C86-1008,A-10338
C86-1009,A-6495
C86-1009,A-9283
C86-1010,A-4495
C86-1011,A-9910
C86-1011,A-21
C86-1012,A-11743
C86-1013,A-443
C86-1014,A-5397
C86-1015,A-11079
C86-1016,A-17701
C86-1017,A-13417
C86-1018,A-1133
C86-1019,A-15188
C86-1020,A-5984
C86-1020,A-3740
C86-1021,A-18495
C86-1021,A-13207
C86-1022,A-1674
C86-1023,A-5067
C86-1024,A-382
C86-1024,A-16885
C86-1025,A-12371
C86-1025,A-428
C86-1026,A-13725
C86-1027,A-11302
C86-1028,A-8276
C86-1028,A-16885
C86-1029,A-6678
C86-1029,A-13207
C86-1029,A-14304
C86-1030,A-11286
C86-1031,A-17247
C86-1031,A-866
C86-1032,A-2290
C86-1032,A-6495
C86-1033,A-17026
C86-1034,A-3489
C86-1034,A-8950
C86-1035,A-3489
C86-1035,A-11843
C86-1035,A-13280
C86-1036,A-18316
C86-1037,A-11144
C86-1038,A-18067
C86-1039,A-1693
C86-1040,A-1215
C86-1041,A-15188
C86-1041,A-2407
C86-1042,A-4950
C86-1042,A-15135
C86-1043,A-17869
C86-1043,A-16021
C86-1043,A-8071
C86-1044,A-18323
C86-1044,A-5979
C86-1045,A-8964
C86-1046,A-7488
C86-1047,A-18674
C86-1047,A-15120
C86-1047,A-13390
C86-1048,A-17989
C86-1048,A-17759
C86-1048,A-12497
C86-1049,A-5400
C86-1049,A-7540
C86-1050,A-670
C86-1051,A-14892
C86-1051,A-1364
C86-1052,A-7487
C86-1053,A-12429
C86-1053,A-15533
C86-1054,A-7729
C86-1055,A-9931
C86-1056,A-5339
C86-1056,A-11789
C86-1057,A-4929
C86-1057,A-11230
C86-1057,A-4270
C86-1057,A-5664
C86-1058,A-15471
C86-1058,A-8963
C86-1059,A-7950
C86-1059,A-13867
C86-1060,A-16296
C86-1060,A-14348
C86-1061,A-12013
C86-1061,A-1689
C86-1061,A-7948
C86-1062,A-18213
C86-1063,A-189
C86-1063,A-12059
C86-1064,A-16456
C86-1064,A-13331
C86-1064,A-10736
C86-1065,A-5970
C86-1066,A-9810
C86-1066,A-1617
C86-1066,A-4684
C86-1066,A-11533
C86-1067,A-2542
C86-1067,A-6884
C86-1067,A-3176
C86-1067,A-7056
C86-1068,A-11030
C86-1069,A-13328
C86-1070,A-4282
C86-1071,A-12382
C86-1071,A-9432
C86-1071,A-15993
C86-1071,A-7947
C86-1071,A-15821
C86-1072,A-14509
C86-1073,A-9663
C86-1074,A-18466
C86-1075,A-9970
C86-1076,A-2128
C86-1076,A-5622
C86-1077,A-14880
C86-1077,A-17099
C86-1077,A-9973
C86-1077,A-7014
C86-1077,A-17427
C86-1078,A-10479
C86-1079,A-16021
C86-1079,A-8071
C86-1080,A-14896
C86-1081,A-3832
C86-1081,A-12090
C86-1081,A-12853
C86-1081,A-17354
C86-1081,A-15400
C86-1082,A-12445
C86-1083,A-4681
C86-1084,A-6380
C86-1085,A-5054
C86-1085,A-1735
C86-1085,A-3009
C86-1085,A-1999
C86-1085,A-15653
C86-1085,A-15682
C86-1085,A-18316
C86-1086,A-17470
C86-1087,A-1163
C86-1088,A-6742
C86-1089,A-11182
C86-1089,A-9572
C86-1089,A-14889
C86-1090,A-8050
C86-1091,A-12003
C86-1091,A-174
C86-1092,A-5615
C86-1092,A-8387
C86-1093,A-1097
C86-1094,A-5471
C86-1094,A-10659
C86-1095,A-796
C86-1096,A-7369
C86-1097,A-12691
C86-1097,A-3519
C86-1097,A-8225
C86-1098,A-4129
C86-1099,A-4613
C86-1100,A-16557
C86-1100,A-7449
C86-1101,A-14216
C86-1102,A-4276
C86-1102,A-2029
C86-1102,A-5836
C86-1103,A-9326
C86-1103,A-2008
C86-1103,A-15981
C86-1104,A-9983
C86-1105,A-840
C86-1105,A-8596
C86-1105,A-16220
C86-1106,A-15904
C86-1106,A-16220
C86-1107,A-17780
C86-1107,A-5510
C86-1108,A-2679
C86-1109,A-17885
C86-1109,A-18162
C86-1109,A-18179
C86-1110,A-16490
C86-1110,A-7910
C86-1111,A-12515
C86-1112,A-3868
C86-1112,A-16433
C86-1113,A-7637
C86-1114,A-13927
C86-1114,A-5471
C86-1115,A-155
C86-1116,A-13927
C86-1116,A-16093
C86-1117,A-1224
C86-1118,A-14743
C86-1118,A-2768
C86-1119,A-13111
C86-1119,A-4592
C86-1120,A-14781
C86-1121,A-14687
C86-1122,A-3190
C86-1123,A-208
C86-1124,A-17337
C86-1124,A-18375
C86-1124,A-6061
C86-1125,A-9699
C86-1126,A-5107
C86-1126,A-2162
C86-1126,A-11706
C86-1127,A-10830
C86-1127,A-467
C86-1128,A-9117
C86-1129,A-4400
C86-1129,A-8086
C86-1130,A-32
C86-1131,A-15533
C86-1131,A-5268
C86-1131,A-12429
C86-1132,A-3951
C86-1132,A-11955
C86-1132,A-14592
C86-1133,A-14797
C86-1133,A-1668
C86-1133,A-8040
C86-1134,A-16372
C86-1135,A-15601
C86-1135,A-13437
C86-1136,A-8426
C86-1136,A-9333
C86-1137,A-4684
C86-1138,A-14243
C86-1138,A-18501
C86-1138,A-11144
C86-1138,A-256
C86-1139,A-3523
C86-1140,A-16932
C86-1140,A-10800
C86-1141,A-14870
C86-1141,A-1155
C86-1141,A-13609
C86-1142,A-14714
C86-1142,A-2632
C86-1142,A-13434
C86-1143,A-15688
C86-1144,A-14446
C86-1144,A-146
C86-1144,A-2464
C86-1145,A-2894
C86-1146,A-6367
C86-1147,A-16885
C86-1147,A-13483
C86-1147,A-1342
C86-1147,A-4198
C86-1148,A-16021
C86-1148,A-8071
C86-1148,A-17869
C86-1149,A-256
C86-1149,A-11144
C86-1150,A-6083
C86-1151,A-17097
C86-1151,A-6594
C86-1152,A-4213
C86-1153,A-4929
C86-1153,A-6415
C86-1153,A-11230
C86-1154,A-15114
C86-1155,A-13207
C86-1156,A-6268
C86-1156,A-10742
C88-1001,A-13971
C88-1002,A-15559
C88-1003,A-2226
C88-1004,A-11518
C88-1005,A-3499
C88-1005,A-15737
C88-1006,A-5970
C88-1007,A-9147
C88-1007,A-14880
C88-1008,A-17765
C88-1008,A-13599
C88-1009,A-10956
C88-1009,A-12785
C88-1010,A-14704
C88-1010,A-6642
C88-1010,A-17182
C88-1011,A-9469
C88-1011,A-5653
C88-1012,A-10399
C88-1012,A-7077
C88-1012,A-14998
C88-1012,A-11291
C88-1013,A-16557
C88-1013,A-11286
C88-1014,A-5221
C88-1015,A-253
C88-1016,A-1452
C88-1016,A-13688
C88-1016,A-14050
C88-1016,A-5646
C88-1016,A-4816
C88-1016,A-9218
C88-1016,A-11408
C88-1017,A-489
C88-1017,A-14263
C88-1018,A-9902
C88-1018,A-10742
C88-1018,A-12871
C88-1019,A-2413
C88-1019,A-15476
C88-1020,A-4099
C88-1021,A-11144
C88-1021,A-7199
C88-1022,A-3104
C88-1023,A-6514
C88-1024,A-6338
C88-1024,A-6494
C88-1024,A-10498
C88-1025,A-10691
C88-1025,A-192
C88-1026,A-13289
C88-1027,A-3333
C88-1028,A-16757
C88-1029,A-14870
C88-1029,A-14542
C88-1030,A-3493
C88-1030,A-15481
C88-1030,A-3316
C88-1031,A-842
C88-1031,A-9944
C88-1032,A-5984
C88-1033,A-3134
C88-1034,A-15421
C88-1034,A-5770
C88-1035,A-16751
C88-1036,A-14896
C88-1037,A-17873
C88-1038,A-4529
C88-1038,A-13867
C88-1039,A-5013
C88-1039,A-14390
C88-1040,A-366
C88-1040,A-3802
C88-1041,A-10967
C88-1041,A-16448
C88-1042,A-2341
C88-1042,A-13541
C88-1042,A-63
C88-1043,A-17434
C88-1043,A-8641
C88-1044,A-13787
C88-1044,A-7294
C88-1044,A-11352
C88-1045,A-12287
C88-1046,A-5344
C88-1046,A-17921
C88-1046,A-17515
C88-1047,A-1133
C88-1048,A-5471
C88-1048,A-10659
C88-1049,A-7488
C88-1050,A-17858
C88-1051,A-17568
C88-1051,A-3170
C88-1052,A-6425
C88-1052,A-9944
C88-1053,A-12371
C88-1053,A-14687
C88-1053,A-428
C88-1054,A-32
C88-1055,A-32
C88-1056,A-17885
C88-1056,A-18222
C88-1056,A-18162
C88-1057,A-6314
C88-1058,A-3489
C88-1058,A-11843
C88-1059,A-13823
C88-1059,A-7952
C88-1060,A-1683
C88-1060,A-5429
C88-1061,A-1683
C88-1061,A-5429
C88-1062,A-7540
C88-1062,A-4681
C88-1063,A-3683
C88-1064,A-15261
C88-1064,A-4528
C88-1065,A-1143
C88-1065,A-8560
C88-1066,A-4495
C88-1067,A-12153
C88-1068,A-15601
C88-1069,A-4528
C88-1069,A-16255
C88-1070,A-382
C88-1070,A-2189
C88-1070,A-3666
C88-1070,A-4903
C88-1071,A-14265
C88-1072,A-9117
C88-1073,A-4681
C88-1074,A-5107
C88-1074,A-14283
C88-1074,A-11706
C88-1074,A-14870
C88-1075,A-7374
C88-1076,A-1215
C88-1077,A-12090
C88-1077,A-5058
C88-1078,A-2354
C88-1078,A-1242
C88-1079,A-13478
C88-1080,A-6996
C88-1081,A-18319
C88-1082,A-13476
C88-1082,A-13601
C88-1083,A-17169
C88-2084,A-1674
C88-2085,A-6578
C88-2086,A-12420
C88-2087,A-2065
C88-2088,A-3892
C88-2088,A-16017
C88-2089,A-11764
C88-2089,A-5955
C88-2090,A-5483
C88-2091,A-14304
C88-2092,A-16077
C88-2093,A-11220
C88-2094,A-18323
C88-2095,A-13207
C88-2096,A-256
C88-2097,A-14901
C88-2097,A-16365
C88-2098,A-6678
C88-2098,A-14304
C88-2099,A-5222
C88-2099,A-1764
C88-2100,A-16021
C88-2100,A-17313
C88-2101,A-4929
C88-2101,A-11230
C88-2101,A-4270
C88-2101,A-1804
C88-2102,A-8965
C88-2102,A-12430
C88-2102,A-6441
C88-2102,A-10952
C88-2103,A-16041
C88-2103,A-8008
C88-2103,A-10422
C88-2104,A-6642
C88-2105,A-6642
C88-2105,A-10319
C88-2106,A-6227
C88-2107,A-9910
C88-2107,A-4021
C88-2107,A-5965
C88-2108,A-3636
C88-2109,A-9649
C88-2110,A-8207
C88-2110,A-11590
C88-2111,A-14035
C88-2111,A-5347
C88-2111,A-15986
C88-2112,A-14058
C88-2112,A-2554
C88-2112,A-18573
C88-2112,A-13867
C88-2113,A-13337
C88-2113,A-2375
C88-2114,A-10338
C88-2114,A-16433
C88-2114,A-3868
C88-2115,A-14438
C88-2116,A-2496
C88-2117,A-16694
C88-2118,A-429
C88-2118,A-256
C88-2119,A-15308
C88-2119,A-16906
C88-2120,A-15940
C88-2120,A-154
C88-2121,A-4120
C88-2121,A-15559
C88-2121,A-12497
C88-2122,A-15653
C88-2122,A-1999
C88-2123,A-9663
C88-2124,A-14045
C88-2124,A-3689
C88-2124,A-5397
C88-2124,A-4682
C88-2124,A-10678
C88-2125,A-9345
C88-2126,A-8741
C88-2127,A-11911
C88-2128,A-670
C88-2129,A-4164
C88-2129,A-6907
C88-2129,A-9991
C88-2130,A-12947
C88-2130,A-631
C88-2130,A-1873
C88-2131,A-14509
C88-2131,A-16259
C88-2132,A-18254
C88-2132,A-3005
C88-2132,A-9701
C88-2133,A-1776
C88-2133,A-346
C88-2134,A-17974
C88-2135,A-7580
C88-2135,A-5486
C88-2135,A-10370
C88-2136,A-16649
C88-2136,A-11093
C88-2136,A-7487
C88-2136,A-14207
C88-2137,A-227
C88-2137,A-256
C88-2138,A-256
C88-2139,A-8472
C88-2139,A-6636
C88-2140,A-12003
C88-2140,A-174
C88-2140,A-8489
C88-2141,A-13207
C88-2141,A-8862
C88-2141,A-10485
C88-2141,A-14304
C88-2142,A-13207
C88-2142,A-14304
C88-2143,A-7567
C88-2143,A-11105
C88-2144,A-6902
C88-2145,A-11029
C88-2146,A-14874
C88-2147,A-17989
C88-2147,A-12497
C88-2148,A-12654
C88-2149,A-401
C88-2150,A-155
C88-2151,A-13751
C88-2152,A-8557
C88-2153,A-13755
C88-2153,A-14896
C88-2153,A-5032
C88-2153,A-3040
C88-2153,A-1340
C88-2153,A-370
C88-2154,A-11711
C88-2155,A-17099
C88-2155,A-9973
C88-2156,A-10952
C88-2156,A-8965
C88-2156,A-6441
C88-2157,A-13016
C88-2157,A-2501
C88-2158,A-11445
C88-2158,A-13767
C88-2159,A-2941
C88-2160,A-1097
C88-2161,A-10774
C88-2162,A-7950
C88-2163,A-7950
C88-2163,A-1916
C88-2164,A-14797
C88-2164,A-13736
C88-2164,A-5673
C88-2165,A-12013
C88-2165,A-1689
C88-2165,A-7948
C88-2166,A-8038
C88-2167,A-17235
C90-1002,A-3379
C90-1002,A-17352
C90-1003,A-6268
C90-1003,A-13500
C90-1004,A-12921
C90-1005,A-7950
C90-1005,A-32
C90-1006,A-11680
C90-1006,A-11702
C90-1006,A-18632
C90-1007,A-11743
C90-1007,A-2489
C90-1007,A-17256
C90-1007,A-2475
C90-1008,A-16145
C90-1008,A-11191
C90-1009,A-524
C90-1009,A-12773
C90-1009,A-841
C90-1009,A-8471
C90-1009,A-17368
C90-1009,A-15273
C90-1009,A-9104
C90-1010,A-14045
C90-1010,A-7200
C90-1011,A-18713
C90-1011,A-13142
C90-1012,A-256
C90-1013,A-4032
C90-1013,A-11747
C90-1014,A-731
C90-1015,A-16456
C90-1016,A-10830
C90-1017,A-1608
C90-1018,A-9541
C90-1019,A-4576
C90-1019,A-13718
C90-1020,A-2372
C90-1020,A-8795
C90-1021,A-6540
C90-1021,A-7335
C90-1021,A-14592
C90-1025,A-7540
C90-2001,A-2226
C90-2002,A-11590
C90-2002,A-8207
C90-2003,A-10353
C90-2004,A-6854
C90-2004,A-15123
C90-2005,A-9402
C90-2005,A-760
C90-2006,A-16557
C90-2007,A-10399
C90-2007,A-8207
C90-2008,A-14998
C90-2008,A-1235
C90-2008,A-10399
C90-2009,A-6338
C90-2010,A-4857
C90-2010,A-10905
C90-2011,A-3099
C90-2011,A-4857
C90-2011,A-9783
C90-2012,A-4696
C90-2013,A-9103
C90-2013,A-5429
C90-2013,A-18324
C90-2014,A-5984
C90-2015,A-17900
C90-2016,A-6448
C90-2016,A-174
C90-2016,A-12059
C90-2017,A-9908
C90-2018,A-8086
C90-2018,A-4400
C90-2019,A-5675
C90-2020,A-18061
C90-2021,A-14342
C90-2022,A-13262
C90-2022,A-16163
C90-2023,A-13303
C90-2024,A-11550
C90-2024,A-11624
C90-2024,A-17573
C90-2025,A-18273
C90-2025,A-12445
C90-2026,A-15497
C90-2026,A-6481
C90-2027,A-5339
C90-2028,A-8224
C90-2029,A-15682
C90-2030,A-754
C90-2031,A-207
C90-2031,A-3263
C90-2032,A-8131
C90-2032,A-1814
C90-2032,A-12347
C90-2032,A-2501
C90-2033,A-6217
C90-2034,A-32
C90-2035,A-6314
C90-2036,A-10042
C90-2036,A-16255
C90-2036,A-9016
C90-2037,A-2363
C90-2037,A-15007
C90-2038,A-3907
C90-2039,A-11747
C90-2040,A-4528
C90-2041,A-17961
C90-2042,A-13921
C90-2043,A-15899
C90-2043,A-9226
C90-2044,A-12845
C90-2044,A-9255
C90-2045,A-13876
C90-2046,A-11764
C90-2047,A-3832
C90-2048,A-8350
C90-2048,A-16906
C90-2048,A-15033
C90-2049,A-3268
C90-2050,A-4893
C90-2050,A-8834
C90-2051,A-16592
C90-2052,A-6191
C90-2053,A-8870
C90-2053,A-7487
C90-2054,A-10198
C90-2055,A-17883
C90-2056,A-15555
C90-2057,A-2944
C90-2058,A-13059
C90-2059,A-11686
C90-2060,A-17470
C90-2061,A-14339
C90-2062,A-6083
C90-2063,A-7718
C90-2064,A-12003
C90-2065,A-17716
C90-2066,A-13189
C90-2067,A-14874
C90-2067,A-14532
C90-2068,A-9274
C90-2068,A-3832
C90-2069,A-18575
C90-2070,A-15070
C90-2071,A-9295
C90-2072,A-16073
C90-2072,A-17701
C90-2073,A-11286
C90-2074,A-17282
C90-2074,A-8245
C90-3001,A-15559
C90-3001,A-4120
C90-3001,A-12497
C90-3002,A-10631
C90-3002,A-17706
C90-3003,A-5970
C90-3004,A-6514
C90-3005,A-2013
C90-3005,A-5103
C90-3006,A-16557
C90-3007,A-16124
C90-3008,A-7199
C90-3009,A-16927
C90-3010,A-2413
C90-3010,A-15671
C90-3011,A-3104
C90-3011,A-15595
C90-3012,A-26
C90-3012,A-4682
C90-3013,A-14864
C90-3014,A-2128
C90-3015,A-18658
C90-3016,A-3076
C90-3017,A-14687
C90-3017,A-12371
C90-3017,A-12860
C90-3018,A-17274
C90-3018,A-4796
C90-3019,A-10864
C90-3019,A-4464
C90-3019,A-10770
C90-3019,A-1097
C90-3020,A-2853
C90-3021,A-10157
C90-3022,A-9131
C90-3022,A-11192
C90-3022,A-12817
C90-3023,A-16515
C90-3023,A-7823
C90-3024,A-15571
C90-3025,A-866
C90-3025,A-370
C90-3025,A-13755
C90-3025,A-16020
C90-3026,A-18323
C90-3026,A-12911
C90-3026,A-10068
C90-3027,A-1133
C90-3028,A-13184
C90-3028,A-433
C90-3029,A-13184
C90-3029,A-5970
C90-3030,A-1565
C90-3031,A-8038
C90-3031,A-6459
C90-3032,A-8969
C90-3033,A-14992
C90-3033,A-18254
C90-3034,A-8066
C90-3035,A-8950
C90-3035,A-10782
C90-3036,A-300
C90-3037,A-8810
C90-3038,A-6932
C90-3038,A-15989
C90-3038,A-7906
C90-3038,A-16964
C90-3039,A-5090
C90-3039,A-16021
C90-3040,A-18513
C90-3040,A-15070
C90-3041,A-6227
C90-3041,A-1859
C90-3042,A-429
C90-3043,A-12592
C90-3044,A-5383
C90-3044,A-14304
C90-3045,A-670
C90-3045,A-4120
C90-3046,A-4198
C90-3047,A-7637
C90-3048,A-13725
C90-3048,A-13207
C90-3048,A-5388
C90-3049,A-6459
C90-3049,A-14967
C90-3050,A-15688
C90-3051,A-1537
C90-3052,A-10864
C90-3052,A-1097
C90-3053,A-10774
C90-3054,A-15481
C90-3054,A-7060
C90-3055,A-7952
C90-3055,A-2875
C90-3055,A-11667
C90-3055,A-11644
C90-3055,A-6231
C90-3055,A-2124
C90-3055,A-14371
C90-3055,A-10982
C90-3056,A-5722
C90-3056,A-6642
C90-3057,A-14704
C90-3057,A-10068
C90-3058,A-5221
C90-3059,A-6540
C90-3059,A-7335
C90-3059,A-14592
C90-3059,A-3951
C90-3059,A-11955
C90-3060,A-14597
C90-3060,A-109
C90-3060,A-3396
C90-3060,A-2661
C90-3060,A-5902
C90-3060,A-10405
C90-3061,A-17700
C90-3062,A-6643
C90-3062,A-13450
C90-3063,A-14435
C90-3063,A-2601
C90-3064,A-15727
C90-3065,A-4795
C90-3066,A-1410
C90-3067,A-4619
C90-3068,A-911
C90-3069,A-9046
C90-3069,A-3055
C90-3070,A-13909
C90-3071,A-16515
C90-3071,A-11854
C90-3072,A-12287
C90-3072,A-4957
C90-3073,A-11890
C90-3073,A-6350
C90-3073,A-12444
C90-3073,A-10706
C90-3074,A-17247
C90-3075,A-17568
C90-3075,A-3170
C90-3076,A-7614
C90-3076,A-10359
C90-3076,A-9504
C90-3077,A-32
C90-3077,A-15987
C90-3078,A-7448
C90-3079,A-5381
C90-3079,A-3053
C90-3080,A-4495
C90-3081,A-5675
C90-3082,A-675
C90-3082,A-16163
C90-3082,A-13262
C90-3083,A-382
C90-3084,A-9117
C90-3085,A-9117
C90-3086,A-13985
C90-3087,A-4613
C90-3088,A-7228
C90-3088,A-17366
C90-3088,A-12044
C90-3088,A-10421
C90-3089,A-15033
C90-3089,A-13920
C90-3089,A-14867
C90-3089,A-16342
C90-3089,A-12808
C90-3090,A-3655
C90-3090,A-7016
C90-3092,A-6578
C90-3093,A-16099
C90-3094,A-6691
C90-3095,A-5165
C90-3095,A-16372
C90-3096,A-6642
C90-3097,A-6405
C90-3097,A-5539
C90-3098,A-4590
C90-3098,A-9283
C90-3099,A-18167
C90-3100,A-1668
C90-3101,A-2029
C90-3101,A-14503
C90-3102,A-13521
C90-3102,A-5697
C90-3102,A-18468
C90-3103,A-6351
C90-3103,A-6953
C90-3103,A-13458
C92-1002,A-13500
C92-1003,A-8889
C92-1004,A-12693
C92-1005,A-16557
C92-1008,A-14743
C92-1009,A-8590
C92-1010,A-10380
C92-1010,A-2383
C92-1011,A-6437
C92-1011,A-6185
C92-1011,A-14896
C92-1011,A-4166
C92-1012,A-7735
C92-1012,A-9652
C92-1012,A-15144
C92-1013,A-15559
C92-1014,A-11590
C92-1014,A-1622
C92-1015,A-14820
C92-1016,A-6854
C92-1017,A-13927
C92-1017,A-7395
C92-1018,A-1372
C92-1019,A-4857
C92-1019,A-2097
C92-1020,A-17706
C92-1021,A-13292
C92-1022,A-5339
C92-1023,A-18323
C92-1023,A-10068
C92-1023,A-12911
C92-1024,A-754
C92-1025,A-17701
C92-1025,A-1683
C92-1025,A-18324
C92-1026,A-10742
C92-1027,A-4528
C92-1027,A-7658
C92-1027,A-5799
C92-1028,A-12681
C92-1029,A-2636
C92-1029,A-14304
C92-1030,A-16516
C92-1031,A-6642
C92-1032,A-3341
C92-1033,A-17470
C92-1034,A-17989
C92-1034,A-4120
C92-1035,A-9103
C92-1036,A-6986
C92-1036,A-1881
C92-1037,A-8263
C92-1038,A-16307
C92-1038,A-1852
C92-1039,A-11568
C92-1040,A-15772
C92-1041,A-11352
C92-1042,A-10782
C92-1043,A-8653
C92-1044,A-4838
C92-1044,A-12421
C92-1045,A-17900
C92-1045,A-4918
C92-1046,A-3134
C92-1047,A-3688
C92-1047,A-10270
C92-1048,A-7602
C92-1049,A-17506
C92-1049,A-16906
C92-1050,A-1935
C92-1051,A-14901
C92-1052,A-9961
C92-1052,A-8683
C92-1053,A-10784
C92-1054,A-612
C92-1055,A-17340
C92-1055,A-11251
C92-1055,A-1776
C92-1056,A-7786
C92-1056,A-8482
C92-1056,A-866
C92-1057,A-14687
C92-1058,A-10135
C92-1058,A-7208
C92-1058,A-1046
C92-1058,A-2552
C92-1059,A-11747
C92-1060,A-11097
C92-1061,A-8744
C92-1062,A-18504
C92-1062,A-8863
C92-1062,A-7487
C92-1063,A-3191
C92-1063,A-12860
C92-2065,A-3341
C92-2066,A-4120
C92-2067,A-1776
C92-2067,A-13603
C92-2067,A-346
C92-2068,A-227
C92-2069,A-13650
C92-2069,A-11976
C92-2070,A-8970
C92-2071,A-5515
C92-2071,A-12096
C92-2071,A-10371
C92-2071,A-8872
C92-2072,A-3955
C92-2072,A-1852
C92-2073,A-4983
C92-2073,A-14797
C92-2074,A-2162
C92-2074,A-3246
C92-2075,A-8879
C92-2075,A-5515
C92-2075,A-15924
C92-2075,A-10371
C92-2076,A-14874
C92-2077,A-3450
C92-2077,A-14276
C92-2077,A-10066
C92-2077,A-3826
C92-2077,A-10625
C92-2077,A-3327
C92-2077,A-5332
C92-2077,A-8205
C92-2078,A-1311
C92-2078,A-6336
C92-2078,A-18626
C92-2079,A-1921
C92-2079,A-16333
C92-2080,A-2912
C92-2080,A-15205
C92-2081,A-11111
C92-2081,A-866
C92-2081,A-13755
C92-2082,A-12869
C92-2083,A-4045
C92-2083,A-3920
C92-2084,A-5231
C92-2084,A-18323
C92-2084,A-12287
C92-2085,A-18326
C92-2085,A-11978
C92-2085,A-10680
C92-2085,A-13207
C92-2086,A-11644
C92-2086,A-7952
C92-2086,A-12428
C92-2086,A-10707
C92-2087,A-13193
C92-2087,A-7401
C92-2087,A-8596
C92-2087,A-16220
C92-2088,A-13903
C92-2088,A-6484
C92-2088,A-14304
C92-2089,A-14874
